,taxon_name_w_authors,v10_11_12_accepted_name_w_author,v13_taxon_name_w_authors,v13_chained_accepted_name_w_author,v13_chained_accepted_species_w_author,v13_direct_accepted_name_w_author,v13_direct_accepted_species_w_author
88355,Carex fernaldiana H.Lév. & Vaniot,Carex pisiformis Boott,Carex pisiformis Boott,Carex pisiformis Boott,Carex pisiformis Boott,Carex fernaldiana H.Lév. & Vaniot,Carex fernaldiana H.Lév. & Vaniot
88356,Carex bauhwaensis Z.P.Wang,Carex pisiformis Boott,Carex pisiformis Boott,Carex pisiformis Boott,Carex pisiformis Boott,Carex polyschoena H.Lév. & Vaniot,Carex polyschoena H.Lév. & Vaniot
88358,Carex alterniflora Franch.,Carex pisiformis Boott,Carex pisiformis Boott,Carex pisiformis Boott,Carex pisiformis Boott,Carex alterniflora Franch.,Carex alterniflora Franch.
88359,Carex albomas C.B.Clarke,Carex pisiformis Boott,Carex pisiformis Boott,Carex pisiformis Boott,Carex pisiformis Boott,Carex sachalinensis var. sachalinensis,Carex sachalinensis F.Schmidt
88360,Carex conicoides Honda,Carex pisiformis Boott,Carex pisiformis Boott,Carex pisiformis Boott,Carex pisiformis Boott,Carex conicoides Honda,Carex conicoides Honda
88439,Carex tenuiseta var. brevisquama Koidz.,Carex scita var. scita,Carex scita var. scita,Carex scita var. scita,Carex scita Maxim.,Carex scita var. brevisquama (Koidz.) Ohwi,Carex scita Maxim.
88441,Carex scita var. brevisquama (Koidz.) Ohwi,Carex scita var. scita,Carex scita var. scita,Carex scita var. scita,Carex scita Maxim.,Carex scita var. brevisquama (Koidz.) Ohwi,Carex scita Maxim.
88517,Carex kamtschatica (Gorodkov) V.I.Krecz.,Carex bigelowii subsp. lugens (Holm) T.V.Egorova,Carex bigelowii subsp. lugens (Holm) T.V.Egorova,Carex bigelowii subsp. lugens (Holm) T.V.Egorova,Carex bigelowii Torr. ex Schwein.,Carex bigelowii subsp. bigelowii,Carex bigelowii Torr. ex Schwein.
88521,Carex rigida subsp. kamtschatica Gorodkov,Carex bigelowii subsp. lugens (Holm) T.V.Egorova,Carex bigelowii subsp. lugens (Holm) T.V.Egorova,Carex bigelowii subsp. lugens (Holm) T.V.Egorova,Carex bigelowii Torr. ex Schwein.,Carex bigelowii subsp. bigelowii,Carex bigelowii Torr. ex Schwein.
88896,Carex vaginata f. distracta Norm.,Carex vaginata Tausch,Carex vaginata Tausch,Carex vaginata Tausch,Carex vaginata Tausch,Carex vaginata var. vaginata,Carex vaginata Tausch
88971,Carex oederi f. pinguis Neuman,Carex oederi var. oederi,Carex oederi var. oederi,Carex oederi var. oederi,Carex oederi Retz.,Carex demissa subsp. demissa,Carex demissa Hornem.
91229,Cyperus planifolius var. pickelii Gross ex Kük.,Cyperus planifolius Rich.,Cyperus planifolius Rich.,Cyperus planifolius Rich.,Cyperus planifolius Rich.,"Cyperus potiguar A.R.O.Ribeiro, M.Alves & R.C.Oliveira","Cyperus potiguar A.R.O.Ribeiro, M.Alves & R.C.Oliveira"
91529,Isolepis echinulata Kunth,Cyperus squarrosus L.,Cyperus squarrosus L.,Cyperus squarrosus L.,Cyperus squarrosus L.,Cyperus squarrosus var. squarrosus,Cyperus squarrosus L.
91544,Cyperus squarrosus var. congestus Benth.,Cyperus squarrosus L.,Cyperus squarrosus L.,Cyperus squarrosus L.,Cyperus squarrosus L.,Cyperus squarrosus var. squarrosus,Cyperus squarrosus L.
91547,Cyperus squarrosus var. cylindraceus Benth.,Cyperus squarrosus L.,Cyperus squarrosus L.,Cyperus squarrosus L.,Cyperus squarrosus L.,Cyperus squarrosus var. squarrosus,Cyperus squarrosus L.
91548,Scirpus lappaceus Lam.,Cyperus squarrosus L.,Cyperus squarrosus L.,Cyperus squarrosus L.,Cyperus squarrosus L.,Cyperus squarrosus var. squarrosus,Cyperus squarrosus L.
91549,Mariscus intricatus (L.) Cufod.,Cyperus squarrosus L.,Cyperus squarrosus L.,Cyperus squarrosus L.,Cyperus squarrosus L.,Cyperus squarrosus var. squarrosus,Cyperus squarrosus L.
91550,Cyperus squarrosus var. runyonii (O'Neill) S.D.Jones & Wipff,Cyperus squarrosus L.,Cyperus squarrosus L.,Cyperus squarrosus L.,Cyperus squarrosus L.,Cyperus squarrosus var. runyonii (O'Neill) S.D.Jones & Wipff,Cyperus squarrosus L.
91551,Cyperus inflexus var. acaulis Hook.f.,Cyperus squarrosus L.,Cyperus squarrosus L.,Cyperus squarrosus L.,Cyperus squarrosus L.,Cyperus squarrosus var. squarrosus,Cyperus squarrosus L.
91552,Scirpus intricatus L.,Cyperus squarrosus L.,Cyperus squarrosus L.,Cyperus squarrosus L.,Cyperus squarrosus L.,Cyperus squarrosus var. squarrosus,Cyperus squarrosus L.
91553,Cyperus versicolor Nees,Cyperus squarrosus L.,Cyperus squarrosus L.,Cyperus squarrosus L.,Cyperus squarrosus L.,Cyperus squarrosus var. squarrosus,Cyperus squarrosus L.
91554,Cyperus inflexus var. elongatus Hook.f.,Cyperus squarrosus L.,Cyperus squarrosus L.,Cyperus squarrosus L.,Cyperus squarrosus L.,Cyperus squarrosus var. squarrosus,Cyperus squarrosus L.
91555,Cyperus uncinatus R.Br.,Cyperus squarrosus L.,Cyperus squarrosus L.,Cyperus squarrosus L.,Cyperus squarrosus L.,Cyperus squarrosus var. squarrosus,Cyperus squarrosus L.
91557,Cyperus aristatus var. floribundus E.G.Camus,Cyperus squarrosus L.,Cyperus squarrosus L.,Cyperus squarrosus L.,Cyperus squarrosus L.,Cyperus squarrosus var. squarrosus,Cyperus squarrosus L.
91558,Cyperus brownii Roem. & Schult.,Cyperus squarrosus L.,Cyperus squarrosus L.,Cyperus squarrosus L.,Cyperus squarrosus L.,Cyperus squarrosus var. squarrosus,Cyperus squarrosus L.
91559,Cyperus arsitatus var. perennis M.E.Jones,Cyperus squarrosus L.,Cyperus squarrosus L.,Cyperus squarrosus L.,Cyperus squarrosus L.,Cyperus squarrosus var. squarrosus,Cyperus squarrosus L.
91560,Chlorocyperus inflexus (Muhl.) Palla,Cyperus squarrosus L.,Cyperus squarrosus L.,Cyperus squarrosus L.,Cyperus squarrosus L.,Cyperus squarrosus var. squarrosus,Cyperus squarrosus L.
91561,Cyperus inflexus Muhl.,Cyperus squarrosus L.,Cyperus squarrosus L.,Cyperus squarrosus L.,Cyperus squarrosus L.,Cyperus squarrosus var. squarrosus,Cyperus squarrosus L.
91562,Cyperus purshii Roem. & Schult.,Cyperus squarrosus L.,Cyperus squarrosus L.,Cyperus squarrosus L.,Cyperus squarrosus L.,Cyperus squarrosus var. squarrosus,Cyperus squarrosus L.
91563,Cyperus pygmaeus Nutt.,Cyperus squarrosus L.,Cyperus squarrosus L.,Cyperus squarrosus L.,Cyperus squarrosus L.,Cyperus squarrosus var. squarrosus,Cyperus squarrosus L.
91564,Cyperus aristatus Rottb.,Cyperus squarrosus L.,Cyperus squarrosus L.,Cyperus squarrosus L.,Cyperus squarrosus L.,Cyperus squarrosus var. squarrosus,Cyperus squarrosus L.
91565,Cyperus aristatus var. inflexus (Muhl.) Boeckeler ex Kük.,Cyperus squarrosus L.,Cyperus squarrosus L.,Cyperus squarrosus L.,Cyperus squarrosus L.,Cyperus squarrosus var. squarrosus,Cyperus squarrosus L.
91566,Cyperus aristatus f. inflexus (Muhl.) C.B.Clarke,Cyperus squarrosus L.,Cyperus squarrosus L.,Cyperus squarrosus L.,Cyperus squarrosus L.,Cyperus squarrosus var. squarrosus,Cyperus squarrosus L.
91567,Cyperus aristatus var. runyonii O'Neill,Cyperus squarrosus L.,Cyperus squarrosus L.,Cyperus squarrosus L.,Cyperus squarrosus L.,Cyperus squarrosus var. runyonii (O'Neill) S.D.Jones & Wipff,Cyperus squarrosus L.
91568,Cyperus aristatus var. semiglobosus Kük.,Cyperus squarrosus L.,Cyperus squarrosus L.,Cyperus squarrosus L.,Cyperus squarrosus L.,Cyperus squarrosus var. squarrosus,Cyperus squarrosus L.
91569,Cyperus aristatus var. versicolor (Nees) Boeckeler,Cyperus squarrosus L.,Cyperus squarrosus L.,Cyperus squarrosus L.,Cyperus squarrosus L.,Cyperus squarrosus var. squarrosus,Cyperus squarrosus L.
91570,Cyperus aureus J.Presl & C.Presl,Cyperus squarrosus L.,Cyperus squarrosus L.,Cyperus squarrosus L.,Cyperus squarrosus L.,Cyperus squarrosus var. squarrosus,Cyperus squarrosus L.
91588,Cyperus tenax var. actinostachys (Welw. ex Ridl.) Kük.,Cyperus tenax Boeckeler,Cyperus tenax Boeckeler,Cyperus tenax Boeckeler,Cyperus tenax Boeckeler,Cyperus tenax subsp. tenax,Cyperus tenax Boeckeler
91589,Cyperus tenax var. angustissimus Kük.,Cyperus tenax Boeckeler,Cyperus tenax Boeckeler,Cyperus tenax Boeckeler,Cyperus tenax Boeckeler,Cyperus tenax subsp. tenax,Cyperus tenax Boeckeler
91590,Cyperus tenax var. monroviensis (Boeckeler) Kük.,Cyperus tenax Boeckeler,Cyperus tenax Boeckeler,Cyperus tenax Boeckeler,Cyperus tenax Boeckeler,Cyperus tenax subsp. monroviensis (Boeckeler) Mesterházy,Cyperus tenax Boeckeler
91591,Cyperus tenax var. sabulicola (Ridl.) Kük.,Cyperus tenax Boeckeler,Cyperus tenax Boeckeler,Cyperus tenax Boeckeler,Cyperus tenax Boeckeler,Cyperus tenax subsp. tenax,Cyperus tenax Boeckeler
91592,Cyperus sabulicola Ridl.,Cyperus tenax Boeckeler,Cyperus tenax Boeckeler,Cyperus tenax Boeckeler,Cyperus tenax Boeckeler,Cyperus tenax subsp. tenax,Cyperus tenax Boeckeler
91593,Cyperus grantii Boeckeler,Cyperus tenax Boeckeler,Cyperus tenax Boeckeler,Cyperus tenax Boeckeler,Cyperus tenax Boeckeler,Cyperus tenax subsp. tenax,Cyperus tenax Boeckeler
91594,Cyperus boehmii Boeckeler,Cyperus tenax Boeckeler,Cyperus tenax Boeckeler,Cyperus tenax Boeckeler,Cyperus tenax Boeckeler,Cyperus tenax subsp. tenax,Cyperus tenax Boeckeler
91595,Cyperus monroviensis Boeckeler,Cyperus tenax Boeckeler,Cyperus tenax Boeckeler,Cyperus tenax Boeckeler,Cyperus tenax Boeckeler,Cyperus tenax subsp. monroviensis (Boeckeler) Mesterházy,Cyperus tenax Boeckeler
91596,Cyperus andongensis Ridl.,Cyperus tenax Boeckeler,Cyperus tenax Boeckeler,Cyperus tenax Boeckeler,Cyperus tenax Boeckeler,Cyperus tenax subsp. tenax,Cyperus tenax Boeckeler
91597,Cyperus amabilis var. pseudocastaneus Kük.,Cyperus tenax Boeckeler,Cyperus tenax Boeckeler,Cyperus tenax Boeckeler,Cyperus tenax Boeckeler,Cyperus tenax subsp. tenax,Cyperus tenax Boeckeler
91598,Cyperus actinostachys Welw. ex Ridl.,Cyperus tenax Boeckeler,Cyperus tenax Boeckeler,Cyperus tenax Boeckeler,Cyperus tenax Boeckeler,Cyperus tenax subsp. tenax,Cyperus tenax Boeckeler
91909,Tamus edulis Lowe,Dioscorea communis (L.) Caddick & Wilkin,Dioscorea communis (L.) Caddick & Wilkin,Dioscorea communis (L.) Caddick & Wilkin,Dioscorea communis (L.) Caddick & Wilkin,"Dioscorea edulis (Lowe) M.Campos, Wilkin & Viruel","Dioscorea edulis (Lowe) M.Campos, Wilkin & Viruel"
91941,Dioscorea canariensis Webb & Berthel.,Dioscorea communis (L.) Caddick & Wilkin,Dioscorea communis (L.) Caddick & Wilkin,Dioscorea communis (L.) Caddick & Wilkin,Dioscorea communis (L.) Caddick & Wilkin,"Dioscorea edulis (Lowe) M.Campos, Wilkin & Viruel","Dioscorea edulis (Lowe) M.Campos, Wilkin & Viruel"
91942,Tamus canariensis Willd. ex Kunth,Dioscorea communis (L.) Caddick & Wilkin,Dioscorea communis (L.) Caddick & Wilkin,Dioscorea communis (L.) Caddick & Wilkin,Dioscorea communis (L.) Caddick & Wilkin,"Dioscorea edulis (Lowe) M.Campos, Wilkin & Viruel","Dioscorea edulis (Lowe) M.Campos, Wilkin & Viruel"
91949,Tamus cretica L.,Dioscorea communis (L.) Caddick & Wilkin,Dioscorea communis (L.) Caddick & Wilkin,Dioscorea communis (L.) Caddick & Wilkin,Dioscorea communis (L.) Caddick & Wilkin,"Dioscorea cretica (L.) M.Campos, Wilkin & Viruel","Dioscorea cretica (L.) M.Campos, Wilkin & Viruel"
91951,Tamus parviflora Kunth,Dioscorea communis (L.) Caddick & Wilkin,Dioscorea communis (L.) Caddick & Wilkin,Dioscorea communis (L.) Caddick & Wilkin,Dioscorea communis (L.) Caddick & Wilkin,"Dioscorea edulis (Lowe) M.Campos, Wilkin & Viruel","Dioscorea edulis (Lowe) M.Campos, Wilkin & Viruel"
92313,Dioscorea subcalva var. submollis (R.Knuth) C.T.Ting & P.P.Ling,Dioscorea subcalva Prain & Burkill,Dioscorea subcalva Prain & Burkill,Dioscorea subcalva Prain & Burkill,Dioscorea subcalva Prain & Burkill,Dioscorea subcalva var. submollis (R.Knuth) C.T.Ting & P.P.Ling,Dioscorea subcalva Prain & Burkill
92314,Dioscorea submollis R.Knuth,Dioscorea subcalva Prain & Burkill,Dioscorea subcalva Prain & Burkill,Dioscorea subcalva Prain & Burkill,Dioscorea subcalva Prain & Burkill,Dioscorea subcalva var. submollis (R.Knuth) C.T.Ting & P.P.Ling,Dioscorea subcalva Prain & Burkill
92566,Eleocharis subvivipara Boeckeler,Eleocharis congesta D.Don,Eleocharis congesta D.Don,Eleocharis congesta D.Don,Eleocharis congesta D.Don,Eleocharis congesta var. congesta,Eleocharis congesta D.Don
92569,Eleocharis purpurascens Boeckeler,Eleocharis congesta D.Don,Eleocharis congesta D.Don,Eleocharis congesta D.Don,Eleocharis congesta D.Don,Eleocharis congesta var. congesta,Eleocharis congesta D.Don
92571,Scirpus subviviparus (Boeckeler) Kuntze,Eleocharis congesta D.Don,Eleocharis congesta D.Don,Eleocharis congesta D.Don,Eleocharis congesta D.Don,Eleocharis congesta var. congesta,Eleocharis congesta D.Don
92572,Eleocharis congesta subsp. subvivipara (Boeckeler) T.Koyama,Eleocharis congesta D.Don,Eleocharis congesta D.Don,Eleocharis congesta D.Don,Eleocharis congesta D.Don,Eleocharis congesta var. congesta,Eleocharis congesta D.Don
92573,Eleocharis congesta f. dolichochaeta T.Koyama,Eleocharis congesta D.Don,Eleocharis congesta D.Don,Eleocharis congesta D.Don,Eleocharis congesta D.Don,Eleocharis congesta var. congesta,Eleocharis congesta D.Don
92574,Eleocharis chaetaria var. subvivipara (Boeckeler) C.E.C.Fisch.,Eleocharis congesta D.Don,Eleocharis congesta D.Don,Eleocharis congesta D.Don,Eleocharis congesta D.Don,Eleocharis congesta var. congesta,Eleocharis congesta D.Don
93115,Scirpus petasatus Maxim.,Eleocharis wichurae Boeckeler,Eleocharis wichurae Boeckeler,Eleocharis wichurae Boeckeler,Eleocharis wichurae Boeckeler,Eleocharis petasata (Maxim.) Zinserl.,Eleocharis petasata (Maxim.) Zinserl.
93116,Eleocharis wichurae f. petasata (Maxim.) H.Hara,Eleocharis wichurae Boeckeler,Eleocharis wichurae Boeckeler,Eleocharis wichurae Boeckeler,Eleocharis wichurae Boeckeler,Eleocharis petasata (Maxim.) Zinserl.,Eleocharis petasata (Maxim.) Zinserl.
93122,Eleocharis petasata (Maxim.) Zinserl.,Eleocharis wichurae Boeckeler,Eleocharis wichurae Boeckeler,Eleocharis wichurae Boeckeler,Eleocharis wichurae Boeckeler,Eleocharis petasata (Maxim.) Zinserl.,Eleocharis petasata (Maxim.) Zinserl.
93350,Eriocaulon govindianum Sunil & Ratheesh,Eriocaulon nepalense J.D.Prescott ex Bong.,Eriocaulon nepalense J.D.Prescott ex Bong.,Eriocaulon nepalense J.D.Prescott ex Bong.,Eriocaulon nepalense J.D.Prescott ex Bong.,Eriocaulon nepalense var. nepalense,Eriocaulon nepalense J.D.Prescott ex Bong.
94007,Fimbristylis tashiroana Ohwi,Fimbristylis dichotoma subsp. dichotoma,Fimbristylis dichotoma subsp. dichotoma,Fimbristylis dichotoma subsp. dichotoma,Fimbristylis dichotoma (L.) Vahl,Fimbristylis tashiroana Ohwi,Fimbristylis tashiroana Ohwi
94011,Fimbristylis tashiroana var. cincta Ohwi,Fimbristylis dichotoma subsp. dichotoma,Fimbristylis dichotoma subsp. dichotoma,Fimbristylis dichotoma subsp. dichotoma,Fimbristylis dichotoma (L.) Vahl,Fimbristylis tashiroana Ohwi,Fimbristylis tashiroana Ohwi
94071,Fimbristylis dichotoma var. floribunda (Miq.) T.Koyama,Fimbristylis dichotoma subsp. dichotoma,Fimbristylis dichotoma subsp. dichotoma,Fimbristylis dichotoma subsp. dichotoma,Fimbristylis dichotoma (L.) Vahl,Fimbristylis dichotoma var. floribunda (Miq.) T.Koyama,Fimbristylis dichotoma (L.) Vahl
94073,Fimbristylis dichotoma f. cincta (Ohwi) T.Koyama,Fimbristylis dichotoma subsp. dichotoma,Fimbristylis dichotoma subsp. dichotoma,Fimbristylis dichotoma subsp. dichotoma,Fimbristylis dichotoma (L.) Vahl,Fimbristylis tashiroana Ohwi,Fimbristylis tashiroana Ohwi
94079,Fimbristylis diphylla var. floribunda Miq.,Fimbristylis dichotoma subsp. dichotoma,Fimbristylis dichotoma subsp. dichotoma,Fimbristylis dichotoma subsp. dichotoma,Fimbristylis dichotoma (L.) Vahl,Fimbristylis dichotoma var. floribunda (Miq.) T.Koyama,Fimbristylis dichotoma (L.) Vahl
95285,Nidularium lindenii Regel,Hohenbergia augusta (Vell.) É.Morren,Hohenbergia augusta (Vell.) É.Morren,Hohenbergia augusta (Vell.) É.Morren,Hohenbergia augusta (Vell.) É.Morren,Edmundoa lindenii (Regel) Leme,Edmundoa lindenii (Regel) Leme
96713,Musa paramjitiana L.J.Singh,Musa balbisiana var. balbisiana,Musa balbisiana var. balbisiana,Musa balbisiana var. balbisiana,Musa balbisiana Colla,Musa paramjitiana L.J.Singh,Musa paramjitiana L.J.Singh
97402,Paepalanthus elongatus var. glabrescens Moldenke,Paepalanthus elongatus (Bong.) Körn.,Paepalanthus elongatus (Bong.) Körn.,Paepalanthus elongatus (Bong.) Körn.,Paepalanthus elongatus (Bong.) Körn.,Paepalanthus politus Trovó,Paepalanthus politus Trovó
97473,Paepalanthus viridis Körn.,Paepalanthus lamarckii Kunth,Paepalanthus lamarckii Kunth,Paepalanthus lamarckii Kunth,Paepalanthus lamarckii Kunth,Paepalanthus viridis Körn.,Paepalanthus viridis Körn.
97587,Paepalanthus pulchellus var. puberulentus Moldenke,Paepalanthus pulchellus Herzog,Paepalanthus pulchellus Herzog,Paepalanthus pulchellus Herzog,Paepalanthus pulchellus Herzog,Paepalanthus lundii Körn.,Paepalanthus lundii Körn.
98827,Rhynchospora yasudana Makino,Rhynchospora fujiiana Makino,Rhynchospora fujiiana Makino,Rhynchospora fujiiana Makino,Rhynchospora fujiiana Makino,Rhynchospora yasudana Makino,Rhynchospora yasudana Makino
99342,Heleogiton glaucum Rchb.,Schoenoplectus lacustris subsp. lacustris,Schoenoplectus lacustris subsp. lacustris,Schoenoplectus lacustris subsp. lacustris,Schoenoplectus lacustris (L.) Palla,Schoenoplectus tabernaemontani (C.C.Gmel.) Palla,Schoenoplectus tabernaemontani (C.C.Gmel.) Palla
99625,Scirpus ternatanus var. kiushuensis (Ohwi) T.Koyama,Scirpus rosthornii Diels,Scirpus rosthornii Diels,Scirpus rosthornii Diels,Scirpus rosthornii Diels,Scirpus rosthornii var. kiushuensis (Ohwi) Ohwi,Scirpus rosthornii Diels
99626,Scirpus kiushuensis Ohwi,Scirpus rosthornii Diels,Scirpus rosthornii Diels,Scirpus rosthornii Diels,Scirpus rosthornii Diels,Scirpus rosthornii var. kiushuensis (Ohwi) Ohwi,Scirpus rosthornii Diels
100984,Tillandsia gayi Baker,Tillandsia latifolia var. latifolia,Tillandsia latifolia var. latifolia,Tillandsia latifolia var. latifolia,Tillandsia latifolia Meyen,Tillandsia divaricata Benth.,Tillandsia divaricata Benth.
102509,Asparagus wildemanii Weim.,Asparagus schroederi Engl.,Asparagus schroederi Engl.,Asparagus schroederi Engl.,Asparagus schroederi Engl.,Asparagus africanus Lam.,Asparagus africanus Lam.
102511,Asparagus striatus De Wild.,Asparagus schroederi Engl.,Asparagus schroederi Engl.,Asparagus schroederi Engl.,Asparagus schroederi Engl.,Asparagus africanus Lam.,Asparagus africanus Lam.
102590,Asphodelus fistulosus var. typicus Maire,Asphodelus fistulosus L.,Asphodelus fistulosus L.,Asphodelus fistulosus L.,Asphodelus fistulosus L.,Asphodelus fistulosus subsp. fistulosus,Asphodelus fistulosus L.
102592,Asphodelus fistulosus var. genuinus Briq.,Asphodelus fistulosus L.,Asphodelus fistulosus L.,Asphodelus fistulosus L.,Asphodelus fistulosus L.,Asphodelus fistulosus subsp. fistulosus,Asphodelus fistulosus L.
103567,Lilium dauricum var. alpinum Kuzen.,Lilium pensylvanicum Ker Gawl.,Lilium pensylvanicum Ker Gawl.,Lilium pensylvanicum Ker Gawl.,Lilium pensylvanicum Ker Gawl.,Lilium pensylvanicum var. alpinum (Kuzen.) J.Compton & Sytin,Lilium pensylvanicum Ker Gawl.
103568,Lilium citrinum G.F.Wilson,Lilium pensylvanicum Ker Gawl.,Lilium pensylvanicum Ker Gawl.,Lilium pensylvanicum Ker Gawl.,Lilium pensylvanicum Ker Gawl.,Lilium pensylvanicum var. pensylvanicum,Lilium pensylvanicum Ker Gawl.
103570,Lilium dauricum var. costatum Regel,Lilium pensylvanicum Ker Gawl.,Lilium pensylvanicum Ker Gawl.,Lilium pensylvanicum Ker Gawl.,Lilium pensylvanicum Ker Gawl.,Lilium pensylvanicum var. pensylvanicum,Lilium pensylvanicum Ker Gawl.
103571,Lilium dauricum var. furuyanum M.Furuya,Lilium pensylvanicum Ker Gawl.,Lilium pensylvanicum Ker Gawl.,Lilium pensylvanicum Ker Gawl.,Lilium pensylvanicum Ker Gawl.,Lilium pensylvanicum var. pensylvanicum,Lilium pensylvanicum Ker Gawl.
103572,Lilium sachalinense Vrishcz,Lilium pensylvanicum Ker Gawl.,Lilium pensylvanicum Ker Gawl.,Lilium pensylvanicum Ker Gawl.,Lilium pensylvanicum Ker Gawl.,Lilium pensylvanicum var. pensylvanicum,Lilium pensylvanicum Ker Gawl.
103573,Lilium pseudodahuricum M.Fedoss. & S.Fedoss.,Lilium pensylvanicum Ker Gawl.,Lilium pensylvanicum Ker Gawl.,Lilium pensylvanicum Ker Gawl.,Lilium pensylvanicum Ker Gawl.,Lilium pensylvanicum var. pensylvanicum,Lilium pensylvanicum Ker Gawl.
103574,Lilium dauricum var. bihoroanum M.Furuya,Lilium pensylvanicum Ker Gawl.,Lilium pensylvanicum Ker Gawl.,Lilium pensylvanicum Ker Gawl.,Lilium pensylvanicum Ker Gawl.,Lilium pensylvanicum var. pensylvanicum,Lilium pensylvanicum Ker Gawl.
103575,Lilium formosum Lem.,Lilium pensylvanicum Ker Gawl.,Lilium pensylvanicum Ker Gawl.,Lilium pensylvanicum Ker Gawl.,Lilium pensylvanicum Ker Gawl.,Lilium pensylvanicum var. pensylvanicum,Lilium pensylvanicum Ker Gawl.
